Arrondissements,Hopitaux,metro,bus,rer,stationautolib,stattionvelib,etablissement,Prixmetrecarree
11,5,8,20,1,30,55,92,8010
11,5,8,20,1,30,55,92,7950
11,5,8,20,1,30,55,92,7930
11,5,8,20,1,30,55,92,7730
11,5,8,20,1,30,55,92,7460
11,5,8,20,1,0,55,92,7050
11,5,8,20,1,0,55,92,6690
11,5,8,20,1,0,55,92,6410
11,5,8,20,1,0,55,92,6060
11,5,8,20,1,0,55,92,5910
11,5,8,20,1,0,55,92,5950
11,5,8,20,1,0,55,92,5700
11,5,8,20,1,0,55,92,5930
11,5,8,20,1,0,55,92,6090
11,5,8,20,1,0,55,92,6230
11,5,8,20,1,0,55,92,6200
11,5,8,20,1,0,55,92,6020
11,5,8,20,1,0,55,92,5960
11,5,8,20,1,0,55,92,5860
11,5,8,20,1,0,55,92,5600
11,5,8,20,1,0,55,92,5530
11,5,8,20,1,0,0,92,5400
11,5,8,20,1,0,0,92,5390
11,5,8,20,1,0,0,92,5240
11,5,8,20,1,0,0,92,5120
11,5,8,20,1,0,0,92,5010
11,5,8,20,1,0,0,92,4960
11,5,8,20,1,0,0,92,4690
11,5,8,20,1,0,0,92,4480
11,5,8,20,1,0,0,92,4280
11,5,8,20,1,0,0,92,4220
11,5,8,20,1,0,0,92,4020
11,5,8,20,1,0,0,92,3810
11,5,8,20,1,0,0,92,3760
11,5,8,20,1,0,0,92,3530
11,5,8,20,1,0,0,92,3470
11,5,8,20,1,0,0,92,3240
11,5,8,20,1,0,0,92,3250
11,5,8,20,1,0,0,92,3200
11,5,8,20,1,0,0,92,2990
11,5,8,20,1,0,0,92,2900
11,5,8,20,1,0,0,92,2900
11,5,8,20,1,0,0,92,2880
11,5,8,20,1,0,0,92,2740
11,5,8,20,1,0,0,92,2730
12,16,7,31,1,32,68,90,8350
12,16,7,31,1,32,68,90,8080
12,16,7,31,1,32,68,90,7930
12,16,7,31,1,32,68,90,7780
12,16,7,31,1,32,68,90,7740
12,16,7,31,1,32,68,90,7500
12,16,7,31,1,32,68,90,7450
12,16,7,31,1,32,68,90,7470
12,16,7,31,1,32,68,90,7680
12,16,7,31,1,32,68,90,7430
12,16,7,31,1,32,68,90,7540
12,16,7,31,1,32,68,90,7460
12,16,7,31,1,32,68,90,7750
12,16,7,31,1,32,68,90,7770
12,16,7,31,1,32,68,90,7690
12,16,7,31,1,32,68,90,7700
12,16,7,31,1,32,68,90,7810
12,16,7,31,1,32,68,90,7830
12,16,7,31,1,32,68,90,7860
12,16,7,31,1,32,68,90,7860
12,16,7,31,1,32,68,90,7820
12,16,7,31,1,32,68,90,7690
12,16,7,31,1,32,68,90,7750
12,16,7,31,1,32,68,90,7720
12,16,7,31,1,32,68,90,7830
12,16,7,31,1,32,68,90,7610
12,16,7,31,1,32,68,90,7210
12,16,7,31,1,0,68,90,6770
12,16,7,31,1,0,68,90,6540
12,16,7,31,1,0,68,90,6120
12,16,7,31,1,0,68,90,6040
12,16,7,31,1,0,68,90,5750
12,16,7,31,1,0,68,90,5790
12,16,7,31,1,0,68,90,5750
12,16,7,31,1,0,68,90,5840
12,16,7,31,1,0,68,90,5930
12,16,7,31,1,0,68,90,6200
12,16,7,31,1,0,68,90,6090
12,16,7,31,1,0,68,90,5860
12,16,7,31,1,0,68,90,6010
12,16,7,31,1,0,68,90,5790
12,16,7,31,1,0,68,90,5710
12,16,7,31,1,0,68,90,5580
12,16,7,31,1,0,0,90,5490
12,16,7,31,1,0,0,90,5380
12,16,7,31,1,0,0,90,5230
12,16,7,31,1,0,0,90,5090
12,16,7,31,1,0,0,90,4930
12,16,7,31,1,0,0,90,4860
12,16,7,31,1,0,0,90,4640
12,16,7,31,1,0,0,90,4510
12,16,7,31,1,0,0,90,4350
12,16,7,31,1,0,0,90,4270
12,16,7,31,1,0,0,90,4030
12,16,7,31,1,0,0,90,4000
12,16,7,31,1,0,0,90,3770
12,16,7,31,1,0,0,90,3660
12,16,7,31,1,0,0,90,3600
12,16,7,31,1,0,0,90,3400
12,16,7,31,1,0,0,90,3390
12,16,7,31,1,0,0,90,3190
12,16,7,31,1,0,0,90,3180
12,16,7,31,1,0,0,90,3000
12,16,7,31,1,0,0,90,2950
12,16,7,31,1,0,0,90,3020
12,16,7,31,1,0,0,90,2890
12,16,7,31,1,0,0,90,2810
13,17,5,17,1,32,73,137,8310
13,17,5,17,1,32,73,137,8090
13,17,5,17,1,32,73,137,7770
13,17,5,17,1,32,73,137,7920
13,17,5,17,1,32,73,137,7610
13,17,5,17,1,32,73,137,7450
13,17,5,17,1,32,73,137,7560
13,17,5,17,1,32,73,137,7470
13,17,5,17,1,32,73,137,7390
13,17,5,17,1,32,73,137,7260
13,17,5,17,1,32,73,137,7290
13,17,5,17,1,32,73,137,7580
13,17,5,17,1,32,73,137,7730
13,17,5,17,1,32,73,137,7630
13,17,5,17,1,32,73,137,7690
13,17,5,17,1,32,73,137,7600
13,17,5,17,1,32,73,137,7870
13,17,5,17,1,32,73,137,7700
13,17,5,17,1,32,73,137,7840
13,17,5,17,1,32,73,137,7740
13,17,5,17,1,32,73,137,7850
13,17,5,17,1,32,73,137,7950
13,17,5,17,1,32,73,137,7640
13,17,5,17,1,32,73,137,7720
13,17,5,17,1,32,73,137,7680
13,17,5,17,1,32,73,137,7580
13,17,5,17,1,32,73,137,7120
13,17,5,17,1,0,73,137,6810
13,17,5,17,1,0,73,137,6650
13,17,5,17,1,0,73,137,6250
13,17,5,17,1,0,73,137,6010
13,17,5,17,1,0,73,137,5720
13,17,5,17,1,0,73,137,5840
13,17,5,17,1,0,73,137,5710
13,17,5,17,1,0,73,137,5880
13,17,5,17,1,0,73,137,6120
13,17,5,17,1,0,73,137,6140
13,17,5,17,1,0,73,137,6080
13,17,5,17,1,0,73,137,5940
13,17,5,17,1,0,73,137,5940
13,17,5,17,1,0,73,137,5980
13,17,5,17,1,0,73,137,5730
13,17,5,17,1,0,73,137,5520
13,17,5,17,1,0,0,137,5450
13,17,5,17,1,0,0,137,5500
13,17,5,17,1,0,0,137,5350
13,17,5,17,1,0,0,137,5240
13,17,5,17,1,0,0,137,5090
13,17,5,17,1,0,0,137,4990
13,17,5,17,1,0,0,137,4740
13,17,5,17,1,0,0,137,4650
13,17,5,17,1,0,0,137,4490
13,17,5,17,1,0,0,137,4410
13,17,5,17,1,0,0,137,4130
13,17,5,17,1,0,0,137,3970
13,17,5,17,1,0,0,137,4050
13,17,5,17,1,0,0,137,3880
13,17,5,17,1,0,0,137,3700
13,17,5,17,1,0,0,137,3480
13,17,5,17,1,0,0,137,3390
13,17,5,17,1,0,0,137,3380
13,17,5,17,1,0,0,137,3140
13,17,5,17,1,0,0,137,3100
13,17,5,17,1,0,0,137,3090
13,17,5,17,1,0,0,137,3090
13,17,5,17,1,0,0,137,2890
13,17,5,17,1,0,0,137,2900
14,33,4,17,1,28,58,81,8720
14,33,4,17,1,28,58,81,8880
14,33,4,17,1,28,58,81,8550
14,33,4,17,1,28,58,81,8450
14,33,4,17,1,28,58,81,8320
14,33,4,17,1,28,58,81,8460
14,33,4,17,1,28,58,81,8300
14,33,4,17,1,28,58,81,8270
14,33,4,17,1,28,58,81,8370
14,33,4,17,1,28,58,81,8150
14,33,4,17,1,28,58,81,8170
14,33,4,17,1,28,58,81,8250
14,33,4,17,1,28,58,81,8510
14,33,4,17,1,28,58,81,8180
14,33,4,17,1,28,58,81,8350
14,33,4,17,1,28,58,81,8330
14,33,4,17,1,28,58,81,8580
14,33,4,17,1,28,58,81,8380
14,33,4,17,1,28,58,81,8710
14,33,4,17,1,28,58,81,8570
14,33,4,17,1,28,58,81,8590
14,33,4,17,1,28,58,81,8490
14,33,4,17,1,28,58,81,8560
14,33,4,17,1,28,58,81,8630
14,33,4,17,1,28,58,81,8560
14,33,4,17,1,28,58,81,8280
14,33,4,17,1,28,58,81,7990
14,33,4,17,1,0,58,81,7690
14,33,4,17,1,0,58,81,7180
14,33,4,17,1,0,58,81,6910
14,33,4,17,1,0,58,81,6520
14,33,4,17,1,0,58,81,6530
14,33,4,17,1,0,58,81,6470
14,33,4,17,1,0,58,81,6340
14,33,4,17,1,0,58,81,6570
14,33,4,17,1,0,58,81,6750
14,33,4,17,1,0,58,81,6980
14,33,4,17,1,0,58,81,6810
14,33,4,17,1,0,58,81,6690
14,33,4,17,1,0,58,81,6420
14,33,4,17,1,0,58,81,6440
14,33,4,17,1,0,58,81,6200
14,33,4,17,1,0,58,81,6090
14,33,4,17,1,0,0,81,6030
14,33,4,17,1,0,0,81,6050
14,33,4,17,1,0,0,81,5880
14,33,4,17,1,0,0,81,5710
14,33,4,17,1,0,0,81,5610
14,33,4,17,1,0,0,81,5530
14,33,4,17,1,0,0,81,5350
14,33,4,17,1,0,0,81,5110
14,33,4,17,1,0,0,81,4830
14,33,4,17,1,0,0,81,4880
14,33,4,17,1,0,0,81,4660
14,33,4,17,1,0,0,81,4560
14,33,4,17,1,0,0,81,4320
14,33,4,17,1,0,0,81,4160
14,33,4,17,1,0,0,81,4170
14,33,4,17,1,0,0,81,3930
14,33,4,17,1,0,0,81,3850
14,33,4,17,1,0,0,81,3790
14,33,4,17,1,0,0,81,3600
14,33,4,17,1,0,0,81,3540
14,33,4,17,1,0,0,81,3470
14,33,4,17,1,0,0,81,3410
14,33,4,17,1,0,0,81,3440
14,33,4,17,1,0,0,81,3230
15,29,6,21,1,47,89,121,9030
15,29,6,21,1,47,89,121,8710
15,29,6,21,1,47,89,121,8500
15,29,6,21,1,47,89,121,8410
15,29,6,21,1,47,89,121,8450
15,29,6,21,1,47,89,121,8260
15,29,6,21,1,47,89,121,8170
15,29,6,21,1,47,89,121,8130
15,29,6,21,1,47,89,121,8270
15,29,6,21,1,47,89,121,8020
15,29,6,21,1,47,89,121,8230
15,29,6,21,1,47,89,121,8300
15,29,6,21,1,47,89,121,8360
15,29,6,21,1,47,89,121,8350
15,29,6,21,1,47,89,121,8350
15,29,6,21,1,47,89,121,8450
15,29,6,21,1,47,89,121,8540
15,29,6,21,1,47,89,121,8610
15,29,6,21,1,47,89,121,8400
15,29,6,21,1,47,89,121,8550
15,29,6,21,1,47,89,121,8660
15,29,6,21,1,47,89,121,8560
15,29,6,21,1,47,89,121,8500
15,29,6,21,1,47,89,121,8600
15,29,6,21,1,47,89,121,8570
15,29,6,21,1,47,89,121,8340
15,29,6,21,1,47,89,121,7840
15,29,6,21,1,0,89,121,7470
15,29,6,21,1,0,89,121,7260
15,29,6,21,1,0,89,121,6820
15,29,6,21,1,0,89,121,6570
15,29,6,21,1,0,89,121,6320
15,29,6,21,1,0,89,121,6260
15,29,6,21,1,0,89,121,6200
15,29,6,21,1,0,89,121,6400
15,29,6,21,1,0,89,121,6640
15,29,6,21,1,0,89,121,6710
15,29,6,21,1,0,89,121,6770
15,29,6,21,1,0,89,121,6580
15,29,6,21,1,0,89,121,6550
15,29,6,21,1,0,89,121,6470
15,29,6,21,1,0,89,121,6260
15,29,6,21,1,0,89,121,6170
15,29,6,21,1,0,0,121,6060
15,29,6,21,1,0,0,121,5940
15,29,6,21,1,0,0,121,5760
15,29,6,21,1,0,0,121,5630
15,29,6,21,1,0,0,121,5660
15,29,6,21,1,0,0,121,5540
15,29,6,21,1,0,0,121,5140
15,29,6,21,1,0,0,121,4950
15,29,6,21,1,0,0,121,4850
15,29,6,21,1,0,0,121,4750
15,29,6,21,1,0,0,121,4590
15,29,6,21,1,0,0,121,4430
15,29,6,21,1,0,0,121,4300
15,29,6,21,1,0,0,121,4280
15,29,6,21,1,0,0,121,4030
15,29,6,21,1,0,0,121,3940
15,29,6,21,1,0,0,121,3810
15,29,6,21,1,0,0,121,3760
15,29,6,21,1,0,0,121,3570
15,29,6,21,1,0,0,121,3480
15,29,6,21,1,0,0,121,3460
15,29,6,21,1,0,0,121,3450
15,29,6,21,1,0,0,121,3360
15,29,6,21,1,0,0,121,3240
16,11,5,15,2,32,64,50,9470
16,11,5,15,2,32,64,50,9320
16,11,5,15,2,32,64,50,8900
16,11,5,15,2,32,64,50,8850
16,11,5,15,2,32,64,50,8860
16,11,5,15,2,32,64,50,8750
16,11,5,15,2,32,64,50,8690
16,11,5,15,2,32,64,50,8570
16,11,5,15,2,32,64,50,8610
16,11,5,15,2,32,64,50,8500
16,11,5,15,2,32,64,50,8600
16,11,5,15,2,32,64,50,8660
16,11,5,15,2,32,64,50,8870
16,11,5,15,2,32,64,50,8950
16,11,5,15,2,32,64,50,8780
16,11,5,15,2,32,64,50,9020
16,11,5,15,2,32,64,50,9120
16,11,5,15,2,32,64,50,9060
16,11,5,15,2,32,64,50,9160
16,11,5,15,2,32,64,50,9160
16,11,5,15,2,32,64,50,9590
16,11,5,15,2,32,64,50,9240
16,11,5,15,2,32,64,50,9140
16,11,5,15,2,32,64,50,9310
16,11,5,15,2,32,64,50,9200
16,11,5,15,2,32,64,50,9120
16,11,5,15,2,32,64,50,8770
16,11,5,15,2,0,64,50,8190
16,11,5,15,2,0,64,50,7700
16,11,5,15,2,0,64,50,7470
16,11,5,15,2,0,64,50,7170
16,11,5,15,2,0,64,50,6790
16,11,5,15,2,0,64,50,6880
16,11,5,15,2,0,64,50,6780
16,11,5,15,2,0,64,50,7080
16,11,5,15,2,0,64,50,7270
16,11,5,15,2,0,64,50,7570
16,11,5,15,2,0,64,50,7390
16,11,5,15,2,0,64,50,7280
16,11,5,15,2,0,64,50,7130
16,11,5,15,2,0,64,50,7000
16,11,5,15,2,0,64,50,6730
16,11,5,15,2,0,64,50,6500
16,11,5,15,2,0,0,50,6490
16,11,5,15,2,0,0,50,6260
16,11,5,15,2,0,0,50,6120
16,11,5,15,2,0,0,50,5960
16,11,5,15,2,0,0,50,5960
16,11,5,15,2,0,0,50,5640
16,11,5,15,2,0,0,50,5610
16,11,5,15,2,0,0,50,5370
16,11,5,15,2,0,0,50,5280
16,11,5,15,2,0,0,50,5150
16,11,5,15,2,0,0,50,5100
16,11,5,15,2,0,0,50,4890
16,11,5,15,2,0,0,50,4720
16,11,5,15,2,0,0,50,4830
16,11,5,15,2,0,0,50,4620
16,11,5,15,2,0,0,50,4600
16,11,5,15,2,0,0,50,4570
16,11,5,15,2,0,0,50,4440
16,11,5,15,2,0,0,50,4230
16,11,5,15,2,0,0,50,4160
16,11,5,15,2,0,0,50,4220
16,11,5,15,2,0,0,50,4130
16,11,5,15,2,0,0,50,4030
16,11,5,15,2,0,0,50,3980
17,4,5,31,1,31,64,82,9050
17,4,5,31,1,31,64,82,8820
17,4,5,31,1,31,64,82,8500
17,4,5,31,1,31,64,82,8460
17,4,5,31,1,31,64,82,8300
17,4,5,31,1,31,64,82,8170
17,4,5,31,1,31,64,82,8030
17,4,5,31,1,31,64,82,7970
17,4,5,31,1,31,64,82,8060
17,4,5,31,1,31,64,82,7950
17,4,5,31,1,31,64,82,8020
17,4,5,31,1,31,64,82,7940
17,4,5,31,1,31,64,82,8140
17,4,5,31,1,31,64,82,8210
17,4,5,31,1,31,64,82,8190
17,4,5,31,1,31,64,82,8030
17,4,5,31,1,31,64,82,8260
17,4,5,31,1,31,64,82,8210
17,4,5,31,1,31,64,82,8370
17,4,5,31,1,31,64,82,8460
17,4,5,31,1,31,64,82,8570
17,4,5,31,1,31,64,82,8450
17,4,5,31,1,31,64,82,8320
17,4,5,31,1,31,64,82,8400
17,4,5,31,1,31,64,82,8550
17,4,5,31,1,31,64,82,8150
17,4,5,31,1,31,64,82,7780
17,4,5,31,1,0,64,82,7390
17,4,5,31,1,0,64,82,7010
17,4,5,31,1,0,64,82,6660
17,4,5,31,1,0,64,82,6380
17,4,5,31,1,0,64,82,6240
17,4,5,31,1,0,64,82,6070
17,4,5,31,1,0,64,82,5970
17,4,5,31,1,0,64,82,6280
17,4,5,31,1,0,64,82,6370
17,4,5,31,1,0,64,82,6500
17,4,5,31,1,0,64,82,6480
17,4,5,31,1,0,64,82,6280
17,4,5,31,1,0,64,82,6240
17,4,5,31,1,0,64,82,6150
17,4,5,31,1,0,64,82,5860
17,4,5,31,1,0,64,82,5840
17,4,5,31,1,0,0,82,5590
17,4,5,31,1,0,0,82,5570
17,4,5,31,1,0,0,82,5420
17,4,5,31,1,0,0,82,5380
17,4,5,31,1,0,0,82,5160
17,4,5,31,1,0,0,82,5170
17,4,5,31,1,0,0,82,4900
17,4,5,31,1,0,0,82,4750
17,4,5,31,1,0,0,82,4560
17,4,5,31,1,0,0,82,4390
17,4,5,31,1,0,0,82,4290
17,4,5,31,1,0,0,82,4050
17,4,5,31,1,0,0,82,3950
17,4,5,31,1,0,0,82,3950
17,4,5,31,1,0,0,82,3710
17,4,5,31,1,0,0,82,3610
17,4,5,31,1,0,0,82,3430
17,4,5,31,1,0,0,82,3480
17,4,5,31,1,0,0,82,3300
17,4,5,31,1,0,0,82,3230
17,4,5,31,1,0,0,82,3160
17,4,5,31,1,0,0,82,3160
17,4,5,31,1,0,0,82,3020
17,4,5,31,1,0,0,82,3140
18,12,4,20,0,29,63,130,8280
18,12,4,20,0,29,63,130,7770
18,12,4,20,0,29,63,130,7660
18,12,4,20,0,29,63,130,7640
18,12,4,20,0,29,63,130,7510
18,12,4,20,0,29,63,130,7310
18,12,4,20,0,29,63,130,7230
18,12,4,20,0,29,63,130,7160
18,12,4,20,0,29,63,130,7210
18,12,4,20,0,29,63,130,7160
18,12,4,20,0,29,63,130,6990
18,12,4,20,0,29,63,130,7070
18,12,4,20,0,29,63,130,7130
18,12,4,20,0,29,63,130,7200
18,12,4,20,0,29,63,130,7060
18,12,4,20,0,29,63,130,7250
18,12,4,20,0,29,63,130,7180
18,12,4,20,0,29,63,130,7200
18,12,4,20,0,29,63,130,7340
18,12,4,20,0,29,63,130,6980
18,12,4,20,0,29,63,130,7270
18,12,4,20,0,29,63,130,7380
18,12,4,20,0,29,63,130,7310
18,12,4,20,0,29,63,130,7380
18,12,4,20,0,29,63,130,7310
18,12,4,20,0,29,63,130,7090
18,12,4,20,0,29,63,130,6660
18,12,4,20,0,0,63,130,6450
18,12,4,20,0,0,63,130,6220
18,12,4,20,0,0,63,130,5890
18,12,4,20,0,0,63,130,5630
18,12,4,20,0,0,63,130,5390
18,12,4,20,0,0,63,130,5410
18,12,4,20,0,0,63,130,5250
18,12,4,20,0,0,63,130,5460
18,12,4,20,0,0,63,130,5600
18,12,4,20,0,0,63,130,5850
18,12,4,20,0,0,63,130,5680
18,12,4,20,0,0,63,130,5520
18,12,4,20,0,0,63,130,5530
18,12,4,20,0,0,63,130,5370
18,12,4,20,0,0,63,130,5290
18,12,4,20,0,0,63,130,5150
18,12,4,20,0,0,0,130,5120
18,12,4,20,0,0,0,130,5030
18,12,4,20,0,0,0,130,4790
18,12,4,20,0,0,0,130,4620
18,12,4,20,0,0,0,130,4570
18,12,4,20,0,0,0,130,4490
18,12,4,20,0,0,0,130,4220
18,12,4,20,0,0,0,130,4050
18,12,4,20,0,0,0,130,3840
18,12,4,20,0,0,0,130,3730
18,12,4,20,0,0,0,130,3540
18,12,4,20,0,0,0,130,3350
18,12,4,20,0,0,0,130,3290
18,12,4,20,0,0,0,130,3130
18,12,4,20,0,0,0,130,2980
18,12,4,20,0,0,0,130,2840
18,12,4,20,0,0,0,130,2730
18,12,4,20,0,0,0,130,2690
18,12,4,20,0,0,0,130,2610
18,12,4,20,0,0,0,130,2510
18,12,4,20,0,0,0,130,2450
18,12,4,20,0,0,0,130,2460
18,12,4,20,0,0,0,130,2360
18,12,4,20,0,0,0,130,2350
19,10,6,27,0,31,68,151,7090
19,10,6,27,0,31,68,151,6940
19,10,6,27,0,31,68,151,6790
19,10,6,27,0,31,68,151,6720
19,10,6,27,0,31,68,151,6860
19,10,6,27,0,31,68,151,6480
19,10,6,27,0,31,68,151,6280
19,10,6,27,0,31,68,151,6390
19,10,6,27,0,31,68,151,6540
19,10,6,27,0,31,68,151,6420
19,10,6,27,0,31,68,151,6580
19,10,6,27,0,31,68,151,6570
19,10,6,27,0,31,68,151,6710
19,10,6,27,0,31,68,151,6660
19,10,6,27,0,31,68,151,6680
19,10,6,27,0,31,68,151,6650
19,10,6,27,0,31,68,151,6820
19,10,6,27,0,31,68,151,6600
19,10,6,27,0,31,68,151,6760
19,10,6,27,0,31,68,151,6670
19,10,6,27,0,31,68,151,6760
19,10,6,27,0,31,68,151,6630
19,10,6,27,0,31,68,151,6570
19,10,6,27,0,31,68,151,6520
19,10,6,27,0,31,68,151,6650
19,10,6,27,0,31,68,151,6440
19,10,6,27,0,31,68,151,6300
19,10,6,27,0,0,68,151,5770
19,10,6,27,0,0,68,151,5690
19,10,6,27,0,0,68,151,5310
19,10,6,27,0,0,68,151,5140
19,10,6,27,0,0,68,151,4870
19,10,6,27,0,0,68,151,4930
19,10,6,27,0,0,68,151,4750
19,10,6,27,0,0,68,151,4920
19,10,6,27,0,0,68,151,5120
19,10,6,27,0,0,68,151,5320
19,10,6,27,0,0,68,151,5290
19,10,6,27,0,0,68,151,5170
19,10,6,27,0,0,68,151,5120
19,10,6,27,0,0,68,151,4990
19,10,6,27,0,0,68,151,4780
19,10,6,27,0,0,68,151,4700
19,10,6,27,0,0,0,151,4670
19,10,6,27,0,0,0,151,4560
19,10,6,27,0,0,0,151,4380
19,10,6,27,0,0,0,151,4310
19,10,6,27,0,0,0,151,4130
19,10,6,27,0,0,0,151,4060
19,10,6,27,0,0,0,151,3860
19,10,6,27,0,0,0,151,3590
19,10,6,27,0,0,0,151,3490
19,10,6,27,0,0,0,151,3420
19,10,6,27,0,0,0,151,3210
19,10,6,27,0,0,0,151,3010
19,10,6,27,0,0,0,151,3000
19,10,6,27,0,0,0,151,2950
19,10,6,27,0,0,0,151,2800
19,10,6,27,0,0,0,151,2670
19,10,6,27,0,0,0,151,2590
19,10,6,27,0,0,0,151,2570
19,10,6,27,0,0,0,151,2410
19,10,6,27,0,0,0,151,2340
19,10,6,27,0,0,0,151,2320
19,10,6,27,0,0,0,151,2320
19,10,6,27,0,0,0,151,2200
19,10,6,27,0,0,0,151,2140
20,10,6,18,0,33,71,122,7610
20,10,6,18,0,33,71,122,7200
20,10,6,18,0,33,71,122,7250
20,10,6,18,0,33,71,122,7060
20,10,6,18,0,33,71,122,7090
20,10,6,18,0,33,71,122,6820
20,10,6,18,0,33,71,122,6810
20,10,6,18,0,33,71,122,6710
20,10,6,18,0,33,71,122,6810
20,10,6,18,0,33,71,122,6710
20,10,6,18,0,33,71,122,6840
20,10,6,18,0,33,71,122,6810
20,10,6,18,0,33,71,122,6880
20,10,6,18,0,33,71,122,6810
20,10,6,18,0,33,71,122,6870
20,10,6,18,0,33,71,122,6870
20,10,6,18,0,33,71,122,7070
20,10,6,18,0,33,71,122,6840
20,10,6,18,0,33,71,122,7100
20,10,6,18,0,33,71,122,6840
20,10,6,18,0,33,71,122,7070
20,10,6,18,0,33,71,122,6840
20,10,6,18,0,33,71,122,6790
20,10,6,18,0,33,71,122,7120
20,10,6,18,0,33,71,122,7130
20,10,6,18,0,33,71,122,6740
20,10,6,18,0,33,71,122,6330
20,10,6,18,0,0,71,122,6120
20,10,6,18,0,0,71,122,5870
20,10,6,18,0,0,71,122,5560
20,10,6,18,0,0,71,122,5360
20,10,6,18,0,0,71,122,5250
20,10,6,18,0,0,71,122,5210
20,10,6,18,0,0,71,122,5050
20,10,6,18,0,0,71,122,5120
20,10,6,18,0,0,71,122,5490
20,10,6,18,0,0,71,122,5460
20,10,6,18,0,0,71,122,5460
20,10,6,18,0,0,71,122,5400
20,10,6,18,0,0,71,122,5400
20,10,6,18,0,0,71,122,5280
20,10,6,18,0,0,71,122,5090
20,10,6,18,0,0,71,122,5010
20,10,6,18,0,0,0,122,4830
20,10,6,18,0,0,0,122,4800
20,10,6,18,0,0,0,122,4720
20,10,6,18,0,0,0,122,4540
20,10,6,18,0,0,0,122,4400
20,10,6,18,0,0,0,122,4290
20,10,6,18,0,0,0,122,3980
20,10,6,18,0,0,0,122,3960
20,10,6,18,0,0,0,122,3740
20,10,6,18,0,0,0,122,3680
20,10,6,18,0,0,0,122,3440
20,10,6,18,0,0,0,122,3330
20,10,6,18,0,0,0,122,3150
20,10,6,18,0,0,0,122,3110
20,10,6,18,0,0,0,122,2900
20,10,6,18,0,0,0,122,2790
20,10,6,18,0,0,0,122,2730
20,10,6,18,0,0,0,122,2590
20,10,6,18,0,0,0,122,2510
20,10,6,18,0,0,0,122,2450
20,10,6,18,0,0,0,122,2380
20,10,6,18,0,0,0,122,2400
20,10,6,18,0,0,0,122,2310
20,10,6,18,0,0,0,122,2210
